Title,director,duration,actor_1,actor_2,actor_3,gross,genres,plot_keywords,budget,year,keywords,combination
The Ice Storm,Ang Lee,112,Joan Allen,Kate Burton,Henry Czerny,7837632,Drama,ice ice storm storm thanksgiving virgin,18000000,1997,ice storm thanksgiving virgin,AngLee JoanAllen KateBurton HenryCzerny Drama ice storm thanksgiving virgin
And So It Goes,Rob Reiner,94,Yaya DaCosta,Annie Parisse,Frankie Valli,15155772,Comedy Drama Romance,four word title grandparent grandchild relationship reference to facebook reference to the internet singer,18000000,2014,four word title grandparent grandchild relationship reference facebook internet singer,RobReiner YayaDaCosta AnnieParisse FrankieValli Comedy Drama Romance four word title grandparent grandchild relationship reference facebook internet singer
Troop Beverly Hills,Jeff Kanew,105,Craig T. Nelson,Shelley Long,Kellie Martin,8508843,Adventure Comedy,beverly hills hotel divorce girl troop wilderness,18000000,1989,beverly hill hotel divorce girl troop wilderness,JeffKanew CraigT.Nelson ShelleyLong KellieMartin Adventure Comedy beverly hill hotel divorce girl troop wilderness
Being Julia,István Szabó,104,Miriam Margolyes,Shaun Evans,Juliet Stevenson,7739049,Comedy Drama Romance,diva marriage open marriage revenge social climber,18000000,2004,diva marriage open revenge social climber,IstvánSzabó MiriamMargolyes ShaunEvans JulietStevenson Comedy Drama Romance diva marriage open revenge social climber
9½ Weeks,Adrian Lyne,112,David Margulies,Karen Young,Kim Chan,6734844,Drama Romance,blindfolded woman control male dominance sex game sex in public,17000000,1986,blindfolded woman control male dominance sex game public,AdrianLyne DavidMargulies KarenYoung KimChan Drama Romance blindfolded woman control male dominance sex game public
Dragonslayer,Matthew Robbins,108,Ian McDiarmid,Ralph Richardson,Albert Salmi,6000000,Action Adventure Fantasy,apprentice dragon king kingdom wizard,18000000,1981,apprentice dragon king kingdom wizard,MatthewRobbins IanMcDiarmid RalphRichardson AlbertSalmi Action Adventure Fantasy apprentice dragon king kingdom wizard
The Last Station,Michael Hoffman,112,David Masterson,Kerry Condon,Anne-Marie Duff,6615578,Biography Drama Romance,countess leo tolstoy russian wealth writing,13000000,2009,countess leo tolstoy russian wealth writing,MichaelHoffman DavidMasterson KerryCondon Anne-MarieDuff Biography Drama Romance countess leo tolstoy russian wealth writing
Ed Wood,Tim Burton,127,Johnny Depp,Bill Murray,Martin Landau,5887457,Biography Comedy Drama,1950s director friend friendship transvestism,18000000,1994,1950s director friend friendship transvestism,TimBurton JohnnyDepp BillMurray MartinLandau Biography Comedy Drama 1950s director friend friendship transvestism
Labor Day,Jason Reitman,111,J.K. Simmons,Kate Winslet,Brooke Smith,13362308,Drama,baseball baseball practice escaped convict neighbor tied to a chair,18000000,2013,baseball practice escaped convict neighbor tied chair,JasonReitman J.K.Simmons KateWinslet BrookeSmith Drama baseball practice escaped convict neighbor tied chair
Mongol: The Rise of Genghis Khan,Sergey Bodrov,126,Tadanobu Asano,Khulan Chuluun,Honglei Sun,5701643,Adventure Biography Drama History War,epic genghis khan one word title slave starving,20000000,2007,epic genghis khan one word title slave starving,SergeyBodrov TadanobuAsano KhulanChuluun HongleiSun Adventure Biography Drama History War epic genghis khan one word title slave starving
RocknRolla,Guy Ritchie,114,Tom Hardy,Gerard Butler,Tom Wilkinson,5694401,Action Crime Thriller,accountant finger gun homosexual killed in an elevator painting,18000000,2008,accountant finger gun homosexual killed elevator painting,GuyRitchie TomHardy GerardButler TomWilkinson Action Crime Thriller accountant finger gun homosexual killed elevator painting
Megaforce,Hal Needham,99,Barry Bostwick,Michael Beck,Henry Silva,5333658,Action Sci-Fi,dictator electronic music score one word title secret headquarters soldier,20000000,1982,dictator electronic music score one word title secret headquarters soldier,HalNeedham BarryBostwick MichaelBeck HenrySilva Action Sci-Fi dictator electronic music score one word title secret headquarters soldier
Hamlet,Kenneth Branagh,150,Julie Christie,Brian Blessed,Richard Briers,4414535,Drama,classic literature denmark funeral madness prince,18000000,1996,classic literature denmark funeral madness prince,KennethBranagh JulieChristie BrianBlessed RichardBriers Drama classic literature denmark funeral madness prince
Mao's Last Dancer,Bruce Beresford,117,Bruce Greenwood,Suzie Steen,Aden Young,4806750,Biography Drama Music Romance,ballet beijing dancer love village,25000000,2009,ballet beijing dancer love village,BruceBeresford BruceGreenwood SuzieSteen AdenYoung Biography Drama Music Romance ballet beijing dancer love village
Midnight Special,Jeff Nichols,112,Kirsten Dunst,Sam Shepard,Paul Sparks,3707794,Adventure Drama Sci-Fi Thriller,cult father son relationship gas station on the run supernatural ability,18000000,2016,cult father son relationship gas station run supernatural ability,JeffNichols KirstenDunst SamShepard PaulSparks Adventure Drama Sci-Fi Thriller cult father son relationship gas station run supernatural ability
Anything Else,Woody Allen,108,Woody Allen,Stockard Channing,Fisher Stevens,3203044,Comedy Romance,love at first sight new york city sex teacher writer,18000000,2003,love first sight new york city sex teacher writer,WoodyAllen WoodyAllen StockardChanning FisherStevens Comedy Romance love first sight new york city sex teacher writer
The Railway Man,Jonathan Teplitzky,116,Jeremy Irvine,Colin Firth,Sam Reid,4435083,Biography Drama Romance War,japanese soldier physical torture pow camp prisoner of war reference to adolf hitler,18000000,2013,japanese soldier physical torture pow camp prisoner war reference adolf hitler,JonathanTeplitzky JeremyIrvine ColinFirth SamReid Biography Drama Romance War japanese soldier physical torture pow camp prisoner war reference adolf hitler
Unforgettable,,60,Poppy Montgomery,Dylan Walsh,Dallas Roberts,0,Drama Mystery,hyperthymesia new york city police,18000000,1996,hyperthymesia new york city police, PoppyMontgomery DylanWalsh DallasRoberts Drama Mystery hyperthymesia new york city police
The White Ribbon,Michael Haneke,144,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,2222647,Drama Mystery,children doctor mysterious event pastor small village,12000000,2009,child doctor mysterious event pastor small village,MichaelHaneke UlrichTukur BurghartKlaußner LeonieBenesch Drama Mystery child doctor mysterious event pastor small village
Restoration,Zack Ward,92,Zack Ward,Anna Harr,James Cullen Bressack,0,Horror,,19000000,2016,,ZackWard ZackWard AnnaHarr JamesCullenBressack Horror 
The Wraith,Mike Marvin,93,Clint Howard,Randy Quaid,Nick Cassavetes,3500000,Action Horror Romance Sci-Fi Thriller,arizona death gang police sheriff,2700000,1986,arizona death gang police sheriff,MikeMarvin ClintHoward RandyQuaid NickCassavetes Action Horror Romance Sci-Fi Thriller arizona death gang police sheriff
The Salton Sea,D.J. Caruso,103,Adam Goldberg,Meat Loaf,Anthony LaPaglia,676698,Crime Drama Mystery Thriller,male in shower murder neighbor neighbor relationship remote control car sex scene,18000000,2002,male shower murder neighbor relationship remote control car sex scene,D.J.Caruso AdamGoldberg MeatLoaf AnthonyLaPaglia Crime Drama Mystery Thriller male shower murder neighbor relationship remote control car sex scene
Metallica Through the Never,Nimród Antal,93,James Hetfield,Mackenzie Gray,Lars Ulrich,3419967,Music,headbanger metallica roadie song in title standing on the roof of a car,0,2013,headbanger metallica roadie song title standing roof car,NimródAntal JamesHetfield MackenzieGray LarsUlrich Music headbanger metallica roadie song title standing roof car
The Informers,Gregor Jordan,98,Austin Nichols,Brad Renfro,Lou Taylor Pucci,382174,Crime Drama Thriller,breasts female nudity male pubic hair pubic hair sex scene,18000000,2008,breast female nudity male pubic hair sex scene,GregorJordan AustinNichols BradRenfro LouTaylorPucci Crime Drama Thriller breast female nudity male pubic hair sex scene
Carlos,,334,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,145118,Biography Crime Drama Thriller,opec pubic hair revolutionary terrorism true crime,18000000,2010,opec pubic hair revolutionary terrorism true crime, EdgarRamírez NoravonWaldstätten KatharinaSchüttler Biography Crime Drama Thriller opec pubic hair revolutionary terrorism true crime
I Come with the Rain,Tran Anh Hung,114,Takuya Kimura,Simón Andreu,Shawn Yue,0,Thriller,gangster hong kong missing person missing son serial killer,18000000,2009,gangster hong kong missing person son serial killer,TranAnhHung TakuyaKimura SimónAndreu ShawnYue Thriller gangster hong kong missing person son serial killer
One Man's Hero,Lance Hool,121,Tom Berenger,Joaquim de Almeida,Mark Moses,229311,Action Drama History Romance War Western,american battalion catholic mexican sergeant,11350000,1999,american battalion catholic mexican sergeant,LanceHool TomBerenger JoaquimdeAlmeida MarkMoses Action Drama History Romance War Western american battalion catholic mexican sergeant
Day of the Dead,George A. Romero,87,Greg Nicotero,John Amplas,Joseph Pilato,34000000,Horror,bunker experiment military research scientist,3500000,1985,bunker experiment military research scientist,GeorgeA.Romero GregNicotero JohnAmplas JosephPilato Horror bunker experiment military research scientist
I Am Wrath,Chuck Russell,92,Sam Trammell,Rebecca De Mornay,Amanda Schull,0,Action Crime Drama Thriller,conspiracy female scientist mugging police detective tattoo,18000000,2016,conspiracy female scientist mugging police detective tattoo,ChuckRussell SamTrammell RebeccaDeMornay AmandaSchull Action Crime Drama Thriller conspiracy female scientist mugging police detective tattoo
Renaissance,Christian Volckman,105,Romola Garai,Catherine McCormack,Kevork Malikyan,63260,Action Animation Sci-Fi Thriller,future kidnapping missing file paris france year 2054,14000000,2006,future kidnapping missing file paris france year 2054,ChristianVolckman RomolaGarai CatherineMcCormack KevorkMalikyan Action Animation Sci-Fi Thriller future kidnapping missing file paris france year 2054
Red Sonja,Richard Fleischer,89,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,6948633,Action Adventure Fantasy,cult film psychotronic sword and sorcery talisman warrior,17900000,1985,cult film psychotronic sword sorcery talisman warrior,RichardFleischer ErnieReyesJr. BrigitteNielsen SandahlBergman Action Adventure Fantasy cult film psychotronic sword sorcery talisman warrior
Red Lights,Rodrigo Cortés,114,Robert De Niro,Toby Jones,Craig Roberts,0,Drama Horror Mystery Thriller,fraud physicist psychic skeptic tailing,14000000,2012,fraud physicist psychic skeptic tailing,RodrigoCortés RobertDeNiro TobyJones CraigRoberts Drama Horror Mystery Thriller fraud physicist psychic skeptic tailing
Superbad,Greg Mottola,119,Emma Stone,Joe Lo Truglio,Kevin Corrigan,121463226,Comedy,black comedy bromance party school teen comedy,20000000,2007,black comedy bromance party school teen,GregMottola EmmaStone JoeLoTruglio KevinCorrigan Comedy black comedy bromance party school teen
Madea Goes to Jail,Tyler Perry,103,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,90485233,Comedy Crime Drama,adaptation directed by original author cross dressing madea series remake sequel,0,2009,adaptation directed original author cross dressing madea series remake sequel,TylerPerry VanessaFerlito KeshiaKnightPulliam DerekLuke Comedy Crime Drama adaptation directed original author cross dressing madea series remake sequel
Wolves,David Hayter,91,Jason Momoa,Jennifer Hale,Stephen McHattie,5471376,Action Horror,bar female nudity murder small town werewolf,18000000,2014,bar female nudity murder small town werewolf,DavidHayter JasonMomoa JenniferHale StephenMcHattie Action Horror bar female nudity murder small town werewolf
Step Up 2: The Streets,Jon M. Chu,98,Cassie Ventura,Mari Koda,Luis Rosado,58006147,Drama Music Musical Romance,audition dance kissing in the rain student subway,23000000,2008,audition dance kissing rain student subway,JonM.Chu CassieVentura MariKoda LuisRosado Drama Music Musical Romance audition dance kissing rain student subway
Hoodwinked!,Cory Edwards,80,Anne Hathaway,Chazz Palminteri,Jim Belushi,51053787,Action Animation Comedy Crime Family,animal axe red riding hood wolf woodsman,17500000,2005,animal axe red riding hood wolf woodsman,CoryEdwards AnneHathaway ChazzPalminteri JimBelushi Action Animation Comedy Crime Family animal axe red riding hood wolf woodsman
Hotel Rwanda,Terry George,121,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,23472900,Drama History War,atrocity central africa ethnic warfare united nations peace keeping force united nations soldier,17500000,2004,atrocity central africa ethnic warfare united nation peace keeping force soldier,TerryGeorge DonCheadle SophieOkonedo HakeemKae-Kazim Drama History War atrocity central africa ethnic warfare united nation peace keeping force soldier
Hitman,Xavier Gens,94,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,39687528,Action Crime Drama Thriller,hitman impersonation see through dress topless female nudity woman on top,24000000,2007,hitman impersonation see dress topless female nudity woman top,XavierGens HenryIanCusick DougrayScott UlrichThomsen Action Crime Drama Thriller hitman impersonation see dress topless female nudity woman top
Black Nativity,Kasi Lemmons,93,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,7017178,Drama Family Music Musical,based on stage musical based on the bible christmas color in title nativity,17500000,2013,based stage musical bible christmas color title nativity,KasiLemmons JenniferHudson MaryJ.Blige VondieCurtis-Hall Drama Family Music Musical based stage musical bible christmas color title nativity
The Prince,Brian A Miller,93,Bruce Willis,50 Cent,Jessica Lowndes,266586800,Action Thriller,assassin fight mechanic rescue rival,18000000,2014,assassin fight mechanic rescue rival,BrianAMiller BruceWillis 50Cent JessicaLowndes Action Thriller assassin fight mechanic rescue rival
City of Ghosts,Matt Dillon,116,Kirk Fox,Shawn Andrews,Rob Campbell,325491,Crime Drama Thriller,bag over head buddhist temple loss of friend male bonding nightclub,17500000,2002,bag head buddhist temple loss friend male bonding nightclub,MattDillon KirkFox ShawnAndrews RobCampbell Crime Drama Thriller bag head buddhist temple loss friend male bonding nightclub
